 Idle Max, Fwd IAT Max, Flow IAT Max, Fwd IAT Std,Idle Mean, Idle Min, Bwd Packet Length Mean, Avg Bwd Segment Size, Flow IAT Std, Bwd Packet Length Std,Bwd Packet Length Max, Packet Length Std, Max Packet Length, Packet Length Mean, Average Packet Size, Packet Length Variance,Fwd IAT Total, Flow Duration, Fwd IAT Mean, Bwd Packet Length Min, Flow IAT Mean, Min Packet Length, ACK Flag Count,FIN Flag Count, Bwd IAT Std, Bwd IAT Max, Destination Port, Down/Up Ratio, URG Flag Count, Bwd IAT Mean
0,3,96,0.0,0.0,0,57.0,57.0,46.50806382,0.0,57,8.76356092,57,47.4,59.25,76.8,3,147,3.0,57,49.0,41,0,0,0.0,48,53,1,0,48.0
0,0,48509,0.0,0.0,0,229.0,229.0,0.0,0.0,229,107.3871501,229,105.0,157.5,11532.0,0,48509,0.0,229,48509.0,43,0,0,0.0,0,53,1,0,0.0
0,3,227,0.0,0.0,0,284.0,284.0,129.3264603,0.0,284,140.2169747,284,130.4,163.0,19660.8,3,233,3.0,284,77.66666667,28,0,0,0.0,3,53,1,0,3.0
0,4,31510,0.0,0.0,0,154.0,154.0,18190.28626,0.0,154,44.91324972,154,104.8,131.0,2017.2,4,31517,4.0,154,10505.66667,72,0,0,0.0,3,53,1,0,3.0
0,22947,38580,13246.72458,0.0,0,219.0,219.0,17731.6481,0.0,219,81.97560613,219,99.0,115.5,6720.0,22953,61536,7651.0,219,12307.2,51,0,0,0.0,3,53,0,0,3.0
0,49,125,0.0,0.0,0,127.0,127.0,43.87862046,0.0,127,52.58136552,127,69.4,86.75,2764.8,49,223,49.0,127,74.33333333,31,0,0,0.0,49,53,1,0,49.0
0,0,81169,0.0,0.0,0,48.0,48.0,0.0,0.0,48,0.0,48,48.0,72.0,0.0,0,81169,0.0,48,81169.0,48,0,0,0.0,0,123,1,0,0.0
0,0,23713,0.0,0.0,0,74.0,74.0,0.0,0.0,74,16.16580754,74,55.33333333,83.0,261.3333333,0,23713,0.0,74,23713.0,46,0,0,0.0,0,53,1,0,0.0
0,2743518,4999578,1036836.443,0.0,0,1938.666667,1938.666667,1524833.673,2550.37524,5840,1802.858756,5840,809.4666667,867.2857143,3250299.695,2745358,7744936,392194.0,0,595764.3077,0,0,0,2266058.395,5001695,80,0,0,1548977.6
5927499,5930021,5927499,2964901.182,5927499.0,5927499,881.25,881.25,2541084.892,1762.5,3525,1107.898912,3525,387.0,430.0,1227440.0,5930677,10930608,1482669.25,0,1366326.0,0,0,0,3188543.718,5927499,80,0,0,3643520.667
6474936,6477715,6474936,2448215.174,6474936.0,6474936,2326.4,2326.4,2255308.205,3351.290617,7288,2180.744121,7288,858.0,924.0,4755644.923,6479794,11480771,925684.8571,0,956730.9167,0,0,0,3367518.346,6474936,80,0,0,2870180.75
6863297,6867561,6863297,3433587.85,6863297.0,6863297,705.0,705.0,2657142.373,990.6447396,2077,719.1895565,2077,358.7272727,394.6,517233.6182,6868717,11872818,1717179.25,0,1319202.0,0,0,0,3509478.335,6863297,80,1,0,2968194.5
0,4989,4995454,2113.093377,0.0,0,1454.0,1454.0,1289581.983,1725.027867,4344,1355.631565,4344,706.2352941,750.375,1837736.941,12989,5008443,1855.571429,0,333896.2,0,0,0,1889982.171,5001543,80,1,0,715469.0
5503314,5505588,5503314,2080786.147,5503314.0,5503314,2908.0,2908.0,2127449.582,5816.0,11632,3218.536262,11632,927.0,1004.25,10400000.0,5507660,10509057,786808.5714,0,955368.8182,0,0,0,3043105.114,5503314,80,0,0,3503010.667
6934748,6935546,6934748,2442865.757,6934748.0,6934748,1938.666667,1938.666667,2194433.577,2984.837059,5792,1962.085587,5792,777.875,829.7333333,3849779.85,7138002,12137359,892250.25,0,866954.2143,0,0,0,3304478.827,6934748,80,0,0,2427468.4
0,4586319,5003998,2647747.105,0.0,0,705.0,705.0,2222123.438,990.6447396,2077,747.6892997,2077,387.8,430.8888889,559039.2889,4586892,9590890,1528964.0,0,1198861.25,0,0,0,2773581.519,5005126,80,1,0,2397707.25
9974530,9976165,9974530,3494094.34,9974530.0,9974530,1938.666667,1938.666667,2872617.745,2544.918912,5792,1752.909342,5792,748.3125,798.2,3072691.163,11000000,15977944,1371936.375,0,1141281.714,0,0,0,4462518.984,9974530,80,0,0,2996096.8
0,2998578,2998578,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2998578,2998578,2998578.0,0,2998578.0,0,1,0,0.0,0,80,0,0,0.0
103000000,103000000,103000000,0.0,103000000.0,103000000,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103000000,102995879,103000000.0,0,103000000.0,0,1,0,0.0,0,80,0,0,0.0
5109639,5109639,5109639,0.0,5109639.0,5109639,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5109639,5109639,5109639.0,0,5109639.0,0,1,0,0.0,0,80,0,0,0.0
55900000,55900000,55900000,0.0,55900000.0,55900000,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,55900000,55931858,55900000.0,0,55900000.0,0,1,0,0.0,0,80,0,0,0.0
0,2825,5003555,1080.399494,0.0,0,1661.714286,1661.714286,1387627.831,2421.691813,5792,1793.39584,5792,801.9333333,859.2142857,3216268.638,4708,5008263,784.6666667,0,385251.0,0,0,0,2042942.485,5004819,80,1,0,834680.6667
6899715,6902164,6899715,3450899.67,6899715.0,6899715,881.25,881.25,2800576.758,1762.5,3525,1107.87045,3525,395.6,439.5555556,1227376.933,6903258,11904323,1725814.5,0,1488040.375,0,0,0,3564097.292,6899715,80,0,0,3968092.0
6897454,6902950,6897454,2817956.873,6897454.0,6897454,2908.0,2908.0,2546787.274,5816.0,11632,3350.570348,11632,996.75,1087.363636,11200000.0,6904918,11901364,1150819.667,0,1190136.4,0,0,0,3562976.914,6897454,80,0,0,3967088.0
12500000,12500000,12500000,4708499.87,12500000.0,12500000,2326.4,2326.4,3750055.876,4437.056321,10184,2714.286668,10184,849.5,914.8461538,7367352.115,12500000,17458076,1779947.0,0,1454839.667,0,0,0,5886136.481,12500000,80,0,0,4364506.75
10000000,10000000,10000000,0.0,10000000.0,10000000,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10000000,10004334,10000000.0,0,10000000.0,0,1,0,0.0,0,80,0,0,0.0
0,1622,4999868,532.5164876,0.0,0,1938.666667,1938.666667,1386616.558,2544.918912,5792,1800.868317,5792,805.5333333,863.0714286,3243126.695,4213,5004081,601.8571429,0,384929.3077,0,0,0,2236818.269,5002147,80,0,0,1000805.0
63100000,63100000,63100000,0.0,63100000.0,63100000,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63115871,63100000.0,0,63100000.0,0,1,0,0.0,0,80,0,0,0.0
5419727,5423312,5419727,2711469.004,5419727.0,5419727,705.0,705.0,2299711.658,990.6447396,2077,718.9062273,2077,353.8181818,389.2,516826.1636,5424434,10425768,1356108.5,0,1158418.667,0,0,0,3013785.946,5419727,80,1,0,2606429.0
5590405,5591231,5590405,2113178.337,5590405.0,5590405,1938.666667,1938.666667,1992679.216,2380.279871,5840,1716.703638,5840,816.3333333,874.6428571,2947071.381,5592951,10596319,798993.0,0,815101.4615,0,0,0,2908917.796,5590405,80,0,0,2119253.8
5648047,5650729,5648047,2825160.677,5648047.0,5648047,881.25,881.25,2470491.631,1762.5,3525,1107.823813,3525,389.4,432.6666667,1227273.6,5651952,10652752,1412988.0,0,1331594.0,0,0,0,3091273.459,5648047,80,0,0,3550888.0
12500000,12500000,12500000,6267094.173,12500000.0,12500000,881.25,881.25,4529575.113,1762.5,3525,1108.231068,3525,381.9,424.3333333,1228176.1,12500000,17537091,3133944.75,0,2192136.375,0,0,0,6307812.761,12500000,80,0,0,5845664.667
21200000,21200000,21200000,0.0,21200000.0,21200000,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,21200000,21191551,21200000.0,0,21200000.0,0,1,0,0.0,0,80,0,0,0.0
6703103,6704952,6703103,2534122.342,6703103.0,6703103,2326.4,2326.4,2306643.802,3351.290617,7288,2181.517568,7288,854.8571429,920.6153846,4759018.901,6706719,11708666,958102.7143,0,975722.1667,0,0,0,3449842.54,6703103,80,0,0,2927156.5
0,4374098,4370857,1441539.811,0.0,0,2908.0,2908.0,1224479.832,4118.197664,8736,2316.979413,8736,807.2,864.8571429,5368393.6,6390637,6390637,710070.7778,0,491587.4615,0,0,0,2523199.985,4370857,80,0,0,1457316.667
5370026,5370969,5370026,1881065.61,5370026.0,5370026,2326.4,2326.4,1934128.679,3351.290617,7288,2113.294228,7288,799.7333333,856.8571429,4466012.495,6371765,11372257,796470.625,0,874789.0,0,0,0,2997604.153,5370026,80,0,0,2593467.5
5381050,5384400,5381050,2165498.177,5381050.0,5381050,881.25,881.25,2180329.609,1762.5,3525,974.272411,3525,292.3076923,316.6666667,949206.7308,12400000,17398653,1771312.143,0,1581695.727,0,0,0,3002955.377,5381050,80,0,0,3461616.0
12500000,12500000,12500000,4422701.29,12500000.0,12500000,1938.666667,1938.666667,3503325.197,2544.918912,5792,1750.582108,5792,760.375,811.0666667,3064537.717,12500000,17514264,1564212.875,0,1251018.857,0,0,0,5480788.205,12500000,80,0,0,3502846.0
83400000,83400000,83400000,31500000.0,83400000.0,83400000,2319.0,2319.0,24100000.0,2423.629716,5792,1759.571226,5792,857.8571429,923.8461538,3096090.901,83400000,83508399,11900000.0,0,6959033.25,0,1,0,54408.82249,112357,80,0,0,31170.25
99400000,99400000,99400000,37600000.0,99400000.0,99400000,2319.0,2319.0,28700000.0,3774.237539,8688,2382.343633,8688,854.4285714,920.1538462,5675561.187,99400000,99413685,14200000.0,0,8284473.75,0,1,0,8866.472706,18248,80,0,0,7364.75
98300000,98300000,98300000,37200000.0,98300000.0,98300000,1656.428571,1656.428571,26300000.0,2118.227235,5792,1577.823163,5792,745.75,795.4666667,2489525.933,98300000,98333896,14000000.0,0,7023849.714,0,1,0,2747.675411,6953,80,0,0,1599.166667
98600000,98600000,98600000,34900000.0,98600000.0,98600000,2898.75,2898.75,28500000.0,5790.168989,11584,3090.176616,11584,851.8571429,917.3846154,9549191.516,98600000,98642520,12300000.0,0,8220210.0,0,1,0,4953.17235,9109,80,0,0,3405.333333
0,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,3.0,0,3.0,0,1,0,0.0,0,80,0,0,0.0
85300000,85300000,85300000,28400000.0,85300000.0,85300000,1656.428571,1656.428571,21300000.0,1757.579003,4344,1326.705113,4344,664.1111111,703.1764706,1760146.458,85300000,85460294,9480401.333,0,5341268.375,0,1,0,54694.88785,136081,80,0,0,24936.5
65800000,65800000,65800000,26900000.0,65800000.0,65800000,1932.5,1932.5,19000000.0,1754.831473,4344,1461.435746,4344,851.1428571,916.6153846,2135794.44,65900000,65935592,11000000.0,0,5494632.667,0,1,0,34754.2,80025,80,0,0,18679.4
99400000,99400000,99400000,49700000.0,99400000.0,99400000,1449.375,1449.375,28700000.0,1895.881019,4344,1565.524235,4344,854.8571429,920.6153846,2450866.132,99400000,99417810,24900000.0,0,8284817.5,0,0,1,37600000.0,99400000,80,1,0,14200000.0
85500000,85500000,85500000,30200000.0,85500000.0,85500000,1932.5,1932.5,22800000.0,1754.831473,4344,1390.377178,4344,747.1875,797.0,1933148.696,85500000,85646033,10700000.0,0,6117573.786,0,1,0,68054.91059,155144,80,0,0,33882.6
0,5,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,5,5.0,0,5.0,0,1,0,0.0,0,80,0,0,0.0
0,1897,1897,804.8140572,0.0,0,0.0,0.0,804.8140572,0.0,0,0.0,0,0.0,0.0,0.0,2782,2782,695.5,0,695.5,0,1,0,0.0,0,80,0,0,0.0
99800000,99800000,99800000,33200000.0,99800000.0,99800000,1932.5,1932.5,25700000.0,2181.008184,5792,1523.450587,5792,745.2352941,791.8125,2320901.691,101000000,101268629,11200000.0,0,6751241.933,0,1,0,191944.228,442162,80,0,0,104272.6
84600000,84600000,84600000,29900000.0,84600000.0,84600000,1449.375,1449.375,21100000.0,1547.981999,4344,1204.379667,4344,722.8333333,765.3529412,1450530.382,85400000,85578210,10700000.0,0,5348638.125,0,0,1,31900000.0,84600000,80,0,0,12200000.0
0,1056,1056,478.8635853,0.0,0,0.0,0.0,478.8635853,0.0,0,0.0,0,0.0,0.0,0.0,1511,1511,503.6666667,0,503.6666667,0,1,0,0.0,0,80,0,0,0.0
85300000,85300000,85300000,42600000.0,85300000.0,85300000,1449.375,1449.375,24600000.0,1547.981999,4344,1345.426353,4344,850.9285714,916.3846154,1810172.071,85300000,85463217,21300000.0,0,7121934.75,0,0,1,32200000.0,85300000,80,1,0,12200000.0
0,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3,3,3.0,0,3.0,0,1,0,0.0,0,80,0,0,0.0
0,13991,136174,9891.716762,0.0,0,1656.428571,1656.428571,45018.94668,2118.227235,5792,1824.779773,5792,1084.727273,1193.2,3329821.218,13993,150737,6996.5,0,16748.55556,0,0,0,54691.00204,136174,80,2,0,25117.33333
98300000,98300000,98300000,49200000.0,98300000.0,98300000,1656.428571,1656.428571,29700000.0,2425.837852,5792,1907.567218,5792,917.7692308,994.25,3638812.692,98400000,98357704,24600000.0,0,8941609.455,0,0,1,40200000.0,98400000,80,1,0,16400000.0
85900000,85900000,85900000,35100000.0,85900000.0,85900000,2319.0,2319.0,25900000.0,4414.366206,10136,2798.923598,10136,917.1538462,993.5833333,7833973.308,85900000,86011969,14300000.0,0,7819269.909,0,1,0,66127.5373,136104,80,0,0,37330.5
100000000,100000000,100000000,35500000.0,100000000.0,100000000,1656.428571,1656.428571,25900000.0,1757.579003,4344,1357.492322,4344,701.1764706,745.0,1842785.404,100000000,100483948,12500000.0,0,6698929.867,0,1,0,54366.40311,135260,80,0,0,24786.0
98700000,98700000,98700000,44100000.0,98700000.0,98700000,2319.0,2319.0,31200000.0,4414.366206,10136,2908.153204,10136,997.8333333,1088.545455,8457355.061,98700000,98846619,19700000.0,0,9884661.9,0,1,0,68712.95924,143073,80,0,0,41059.0
66900000,66900000,66900000,29800000.0,66900000.0,66900000,1932.5,1932.5,20100000.0,3126.682571,7240,2243.823491,7240,919.2307692,995.8333333,5034743.859,67900000,67930738,13600000.0,0,6175521.636,0,0,1,30400000.0,67900000,80,1,0,13600000.0
34400000,34400000,34400000,14000000.0,34400000.0,34400000,1932.5,1932.5,9921338.678,1754.831473,4344,1460.075561,4344,854.7857143,920.5384615,2131820.643,34400000,34533523,5732673.833,0,2877793.583,0,1,0,60041.37174,137152,80,0,0,30288.2
85000000,85000000,85000000,49000000.0,85000000.0,85000000,1932.5,1932.5,28300000.0,1754.831473,4344,1579.152011,4344,1086.545455,1195.2,2493721.073,85000000,85103033,28300000.0,0,9455892.556,0,0,1,58856.09321,134172,80,1,0,29295.6
99800000,99800000,99800000,35200000.0,99800000.0,99800000,1656.428571,1656.428571,25700000.0,1547.737688,4344,1258.319809,4344,700.3529412,744.125,1583368.743,101000000,100901850,12600000.0,0,6726790.0,0,1,0,54677.71281,136134,80,0,0,25101.66667
0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,1.0,0,1.0,0,1,0,0.0,0,80,0,0,0.0
0,215007,215007,119827.5291,0.0,0,1656.428571,1656.428571,81553.81189,1757.579003,4344,1519.06523,4344,1024.916667,1118.090909,2307559.174,230016,403049,76672.0,0,40304.9,0,0,0,105471.8101,230090,80,1,0,67170.66667
84900000,84900000,84900000,38000000.0,84900000.0,84900000,2319.0,2319.0,26800000.0,3774.237539,8688,2560.10263,8688,995.75,1086.272727,6554125.477,84900000,85045421,17000000.0,0,8504542.1,0,1,0,68105.55808,140393,80,0,0,38705.75
85400000,85400000,85400000,32300000.0,85400000.0,85400000,1656.428571,1656.428571,22800000.0,1547.737688,4344,1286.173367,4344,744.0625,793.6666667,1654241.929,85400000,85575238,12200000.0,0,6112517.0,0,1,0,59686.23322,149055,80,0,0,28413.16667
0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,1,1.0,0,1.0,0,1,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8007924,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63115124,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
0,21000000,21000000,0.0,0.0,0,0.0,0.0,14800000.0,0.0,0,6.92820323,12,6.0,8.0,48.0,21000000,20999696,21000000.0,0,10500000.0,0,1,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8015895,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63143299,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8015915,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63123506,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8015700,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63123827,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
109000000,109000000,109000000,62700000.0,109000000.0,109000000,0.0,0.0,44300000.0,0.0,0,123.5625203,351,45.375,51.85714286,15267.69643,109000000,108584852,36200000.0,0,18100000.0,0,0,0,76800000.0,109000000,80,0,0,54300000.0
101000000,101000000,101000000,40800000.0,101000000.0,101000000,0.0,0.0,33500000.0,0.0,0,156.5378258,520,48.09090909,52.9,24504.09091,108000000,108272215,18000000.0,0,12000000.0,0,0,0,71600000.0,101000000,80,0,0,50600000.0
110000000,110000000,110000000,63400000.0,110000000.0,110000000,0.0,0.0,44800000.0,0.0,0,183.2897784,520,66.5,76.0,33595.14286,110000000,109852751,36600000.0,0,18300000.0,0,0,0,77700000.0,110000000,80,0,0,54900000.0
32100000,32100000,32100000,11900000.0,18700000.0,8015811,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63127188,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8016051,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63138316,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32000000,32000000,32000000,11900000.0,18700000.0,8008119,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63082962,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
0,21000000,21000000,0.0,0.0,0,0.0,0.0,14800000.0,0.0,0,4.618802154,8,4.0,5.333333333,21.33333333,21000000,20998456,21000000.0,0,10500000.0,0,1,0,0.0,0,80,0,0,0.0
32000000,32000000,32000000,11900000.0,18700000.0,8016005,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63094320,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8015948,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63149672,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8023965,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63128325,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
110000000,110000000,110000000,63500000.0,110000000.0,110000000,0.0,0.0,44900000.0,0.0,0,183.4650609,520,66.0,75.42857143,33659.42857,110000000,109941420,36600000.0,0,18300000.0,0,0,0,77700000.0,110000000,80,0,0,55000000.0
32100000,32100000,32100000,11900000.0,18700000.0,8008150,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63146204,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8007998,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63147010,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
110000000,110000000,110000000,63500000.0,110000000.0,110000000,0.0,0.0,44900000.0,0.0,0,183.2476369,520,66.625,76.14285714,33579.69643,110000000,109972494,36700000.0,0,18300000.0,0,0,0,77800000.0,110000000,80,0,0,55000000.0
32100000,32100000,32100000,11900000.0,18700000.0,8015921,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63134800,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
109000000,109000000,109000000,63100000.0,109000000.0,109000000,0.0,0.0,44600000.0,0.0,0,183.3760773,520,66.25,75.71428571,33626.78571,109000000,109369770,36500000.0,0,18200000.0,0,0,0,77300000.0,109000000,80,0,0,54700000.0
103000000,103000000,103000000,45900000.0,103000000.0,103000000,0.0,0.0,36400000.0,0.0,0,164.088357,520,53.1,59.0,26924.98889,106000000,106297450,21300000.0,0,13300000.0,0,0,0,73000000.0,103000000,80,0,0,51600000.0
109000000,109000000,109000000,62800000.0,109000000.0,109000000,0.0,0.0,44400000.0,0.0,0,123.5244337,351,45.5,52.0,15258.28571,109000000,108725132,36200000.0,0,18100000.0,0,0,0,76900000.0,109000000,80,0,0,54400000.0
32100000,32100000,32100000,11900000.0,18700000.0,8023659,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63130772,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32000000,32000000,32000000,11900000.0,18700000.0,8007858,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63082777,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8016054,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63108362,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8015917,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63141414,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
32100000,32100000,32100000,11900000.0,18700000.0,8015902,0.0,0.0,11900000.0,0.0,0,0.0,0,0.0,0.0,0.0,63100000,63107807,10500000.0,0,10500000.0,0,0,0,0.0,0,80,0,0,0.0
